CustomerID,Segment,AgeGroup,LoyaltyTier
50858,Consumer,55-64,Gold
50859,SMB,45-54,Silver
50860,Consumer,35-44,Bronze
50861,SMB,65+,Bronze
50862,Consumer,25-34,Gold
50863,Consumer,25-34,Bronze
50864,Consumer,55-64,Bronze
50865,Consumer,25-34,Bronze
50866,Corporate,55-64,Silver
50867,SMB,25-34,Gold
50868,Consumer,55-64,Bronze
50869,SMB,35-44,Bronze
50870,Consumer,45-54,Bronze
50871,Consumer,45-54,Bronze
50872,Consumer,35-44,Bronze
50873,Consumer,35-44,Bronze
50874,Consumer,45-54,Bronze
50875,Consumer,25-34,Bronze
50876,Consumer,65+,Gold
50877,Consumer,55-64,Silver
50878,Consumer,25-34,Silver
50879,Consumer,25-34,Silver
50880,Consumer,35-44,Bronze
50881,Consumer,55-64,Silver
50882,Consumer,35-44,Bronze
50883,Consumer,25-34,Silver
50884,Consumer,55-64,Gold
50885,Consumer,25-34,Bronze
50886,Consumer,45-54,Bronze
50887,Consumer,55-64,Bronze
50888,Consumer,18-24,Bronze
50889,Consumer,45-54,Silver
50890,Consumer,45-54,Silver
50891,SMB,65+,Bronze
50892,Consumer,25-34,Bronze
50893,Consumer,35-44,Bronze
50894,Consumer,65+,Bronze
50895,Consumer,25-34,Bronze
50896,SMB,55-64,Gold
50897,Consumer,35-44,Silver
50898,Consumer,35-44,Silver
50899,Consumer,65+,Bronze
50900,Consumer,35-44,Silver
50901,Consumer,25-34,Bronze
50902,Consumer,25-34,Silver
50903,SMB,45-54,Bronze
50904,Corporate,45-54,Silver
50905,Consumer,25-34,Silver
50906,SMB,35-44,Gold
50907,Consumer,25-34,Silver
50908,Consumer,55-64,Silver
50909,Consumer,35-44,Bronze
50910,Consumer,45-54,Silver
50911,SMB,65+,Bronze
50912,SMB,25-34,Gold
50913,Consumer,65+,Gold
50914,Consumer,35-44,Bronze
50915,SMB,45-54,Silver
50916,Corporate,25-34,Bronze
50917,Consumer,45-54,Bronze
50918,SMB,45-54,Gold
50919,Corporate,45-54,Bronze
50920,SMB,55-64,Silver
50921,Consumer,35-44,Bronze
50922,Consumer,18-24,Gold
50923,Consumer,65+,Bronze
50924,Consumer,45-54,Silver
50925,Corporate,45-54,Silver
50926,Consumer,45-54,Silver
50927,Consumer,18-24,Gold
50928,Consumer,25-34,Silver
50929,Consumer,18-24,Bronze
50930,Consumer,45-54,Silver
50931,SMB,55-64,Silver
50932,Consumer,45-54,Silver
50933,Consumer,55-64,Silver
50934,Consumer,25-34,Bronze
50935,Consumer,18-24,Bronze
50936,Consumer,35-44,Bronze
50937,Consumer,25-34,Silver
50938,SMB,25-34,Bronze
50939,Consumer,25-34,Silver
50940,Consumer,25-34,Bronze
50941,Consumer,45-54,Bronze
50942,Consumer,45-54,Bronze
50943,SMB,55-64,Silver
50944,SMB,65+,Bronze
50945,Corporate,25-34,Silver
50946,SMB,65+,Bronze
50947,Consumer,55-64,Gold
50948,Consumer,45-54,Bronze
50949,SMB,65+,Bronze
50950,SMB,35-44,Silver
50951,SMB,18-24,Bronze
50952,Consumer,25-34,Silver
50953,SMB,25-34,Bronze
50954,Consumer,45-54,Gold
50955,Consumer,45-54,Bronze
50956,Consumer,45-54,Bronze
50957,Consumer,18-24,Bronze
50958,Consumer,25-34,Silver
50959,Consumer,35-44,Silver
50960,Consumer,45-54,Bronze
50961,Consumer,35-44,Bronze
50962,Consumer,25-34,Bronze
50963,SMB,25-34,Silver
50964,Consumer,55-64,Bronze
50965,Consumer,45-54,Gold
50966,Corporate,25-34,Bronze
50967,Consumer,65+,Bronze
50968,Consumer,18-24,Bronze
50969,Consumer,25-34,Bronze
50970,Consumer,35-44,Bronze
50971,Corporate,55-64,Gold
50972,Consumer,45-54,Silver
50973,SMB,45-54,Bronze
50974,SMB,65+,Bronze
50975,Consumer,35-44,Bronze
50976,SMB,25-34,Bronze
50977,Consumer,35-44,Silver
50978,Consumer,45-54,Bronze
50979,Consumer,25-34,Silver
50980,Consumer,18-24,Bronze
50981,Consumer,45-54,Silver
50982,Consumer,65+,Silver
50983,Corporate,65+,Bronze
50984,Consumer,35-44,Silver
50985,Consumer,35-44,Gold
50986,Corporate,55-64,Bronze
50987,Consumer,65+,Gold
50988,Corporate,35-44,Silver
50989,SMB,65+,Silver
50990,Consumer,45-54,Silver
50991,Consumer,25-34,Bronze
50992,Consumer,35-44,Bronze
50993,Consumer,18-24,Gold
50994,Consumer,35-44,Gold
50995,Consumer,35-44,Bronze
50996,Consumer,55-64,Bronze
50997,Corporate,25-34,Bronze
50998,Consumer,45-54,Bronze
50999,Corporate,45-54,Silver
51000,SMB,35-44,Silver
51001,Consumer,45-54,Bronze
51002,Consumer,35-44,Silver
51003,Consumer,45-54,Bronze
51004,Consumer,35-44,Bronze
51005,Corporate,65+,Bronze
51006,Consumer,18-24,Bronze
51007,Consumer,55-64,Bronze
51008,Consumer,55-64,Silver
51009,Consumer,18-24,Bronze
51010,Consumer,45-54,Silver
51011,Consumer,35-44,Bronze
51012,SMB,35-44,Bronze
51013,Consumer,35-44,Bronze
51014,SMB,45-54,Bronze
51015,Consumer,35-44,Silver
51016,Consumer,45-54,Gold
51017,Consumer,25-34,Bronze
51018,Consumer,18-24,Silver
51019,Corporate,45-54,Silver
51020,SMB,65+,Gold
51021,Consumer,18-24,Silver
51022,Consumer,65+,Gold
51023,Consumer,35-44,Gold
51024,Consumer,45-54,Gold
51025,Consumer,25-34,Silver
51026,Consumer,45-54,Gold
51027,Corporate,35-44,Bronze
51028,SMB,55-64,Silver
51029,SMB,25-34,Silver
51030,Consumer,25-34,Bronze
51031,Consumer,45-54,Bronze
51032,Consumer,18-24,Bronze
51033,Consumer,65+,Bronze
51034,Consumer,45-54,Silver
51035,Consumer,65+,Silver
51036,SMB,25-34,Gold
51037,Consumer,45-54,Bronze
51038,Consumer,25-34,Bronze
51039,Consumer,18-24,Silver
51040,Consumer,35-44,Gold
51041,Consumer,35-44,Bronze
51042,SMB,35-44,Bronze
51043,Consumer,35-44,Bronze
51044,Consumer,25-34,Bronze
51045,Consumer,45-54,Gold
51046,Consumer,25-34,Gold
51047,SMB,25-34,Bronze
51048,Corporate,55-64,Gold
51049,Consumer,45-54,Bronze
51050,Consumer,45-54,Silver
51051,Consumer,65+,Gold
51052,SMB,55-64,Bronze
51053,Corporate,25-34,Silver
51054,Consumer,65+,Silver
51055,Consumer,35-44,Bronze
51056,Consumer,35-44,Bronze
51057,Consumer,25-34,Silver
51058,SMB,35-44,Bronze
51059,Consumer,35-44,Bronze
51060,Consumer,18-24,Bronze
51061,Consumer,45-54,Silver
51062,Consumer,35-44,Bronze
51063,SMB,45-54,Silver
51064,Consumer,45-54,Silver
51065,Corporate,45-54,Bronze
51066,Consumer,18-24,Silver
51067,Consumer,45-54,Bronze
51068,SMB,35-44,Bronze
51069,Consumer,45-54,Bronze
51070,Consumer,45-54,Bronze
51071,Consumer,35-44,Silver
51072,Consumer,45-54,Gold
51073,Consumer,25-34,Bronze
51074,Consumer,55-64,Silver
51075,Consumer,65+,Silver
51076,Corporate,65+,Bronze
51077,Consumer,55-64,Bronze
51078,SMB,35-44,Silver
51079,Consumer,65+,Bronze
51080,Consumer,45-54,Bronze
51081,Consumer,25-34,Silver
51082,Consumer,35-44,Silver
51083,Consumer,55-64,Bronze
51084,Consumer,45-54,Bronze
51085,Consumer,55-64,Gold
51086,Consumer,18-24,Bronze
51087,Consumer,65+,Bronze
51088,SMB,65+,Silver
51089,Consumer,35-44,Bronze
51090,Consumer,65+,Bronze
51091,SMB,25-34,Bronze
51092,Consumer,35-44,Silver
51093,Consumer,25-34,Bronze
51094,Consumer,45-54,Silver
51095,Consumer,65+,Silver
51096,Consumer,65+,Silver
51097,SMB,18-24,Bronze
51098,SMB,55-64,Bronze
51099,Consumer,35-44,Gold
51100,Consumer,25-34,Bronze
51101,SMB,55-64,Silver
51102,Consumer,35-44,Bronze
51103,Consumer,18-24,Silver
51104,SMB,35-44,Silver
51105,SMB,45-54,Silver
51106,SMB,55-64,Gold
51107,Consumer,25-34,Silver
51108,SMB,45-54,Silver
51109,Consumer,18-24,Bronze
51110,Consumer,65+,Bronze
51111,Consumer,18-24,Gold
51112,Consumer,65+,Gold
51113,SMB,45-54,Bronze
51114,SMB,55-64,Silver
51115,Consumer,45-54,Bronze
51116,Consumer,35-44,Bronze
51117,Consumer,35-44,Bronze
51118,Consumer,25-34,Bronze
51119,Corporate,25-34,Silver
51120,Corporate,18-24,Bronze
51121,Corporate,25-34,Bronze
51122,SMB,45-54,Gold
51123,Consumer,35-44,Bronze
51124,Consumer,45-54,Bronze
51125,Consumer,35-44,Bronze
51126,Consumer,65+,Bronze
51127,SMB,55-64,Silver
51128,Consumer,25-34,Silver
51129,Consumer,35-44,Bronze
51130,Consumer,65+,Silver
51131,Consumer,25-34,Bronze
51132,SMB,45-54,Bronze
51133,Consumer,45-54,Bronze
51134,Consumer,45-54,Bronze
51135,SMB,35-44,Bronze
51136,SMB,55-64,Bronze
51137,Consumer,35-44,Bronze
51138,Consumer,65+,Bronze
51139,Consumer,45-54,Bronze
51140,SMB,25-34,Silver
51141,SMB,45-54,Bronze
51142,Consumer,45-54,Silver
51143,Consumer,65+,Silver
51144,Consumer,45-54,Bronze
51145,Consumer,35-44,Bronze
51146,Consumer,35-44,Silver
51147,Consumer,35-44,Bronze
51148,Consumer,25-34,Silver
51149,Consumer,45-54,Bronze
51150,Consumer,55-64,Bronze
51151,Consumer,45-54,Bronze
51152,Consumer,25-34,Silver
51153,Consumer,18-24,Silver
51154,Consumer,55-64,Silver
51155,Consumer,25-34,Bronze
51156,Consumer,45-54,Bronze
51157,SMB,65+,Bronze
51158,Consumer,65+,Bronze
51159,Consumer,35-44,Bronze
51160,SMB,65+,Bronze
51161,SMB,35-44,Bronze
51162,SMB,65+,Bronze
51163,SMB,45-54,Bronze
51164,Consumer,18-24,Silver
51165,SMB,55-64,Bronze
51166,Consumer,25-34,Bronze
51167,Consumer,65+,Silver
51168,Consumer,18-24,Bronze
51169,Consumer,55-64,Bronze
51170,Consumer,25-34,Bronze
51171,Consumer,35-44,Silver
51172,Consumer,35-44,Bronze
51173,Consumer,55-64,Silver
51174,SMB,25-34,Silver
51175,SMB,45-54,Bronze
51176,Consumer,65+,Gold
51177,Consumer,18-24,Silver
51178,SMB,45-54,Bronze
51179,Consumer,18-24,Bronze
51180,Consumer,55-64,Bronze
51181,Consumer,55-64,Silver
51182,Consumer,25-34,Bronze
51183,Consumer,55-64,Bronze
51184,Consumer,35-44,Bronze
51185,Consumer,25-34,Gold
51186,Consumer,65+,Silver
51187,Consumer,35-44,Silver
51188,Consumer,25-34,Silver
51189,Consumer,25-34,Bronze
51190,SMB,65+,Bronze
51191,SMB,65+,Bronze
51192,SMB,35-44,Bronze
51193,Consumer,35-44,Gold
51194,Corporate,45-54,Bronze
51195,Consumer,55-64,Bronze
51196,Consumer,18-24,Bronze
51197,Consumer,55-64,Bronze
51198,Consumer,65+,Bronze
51199,Consumer,35-44,Silver
51200,Consumer,35-44,Bronze
51201,Consumer,65+,Bronze
51202,Consumer,35-44,Bronze
51203,SMB,35-44,Bronze
51204,Consumer,55-64,Silver
51205,Consumer,35-44,Gold
51206,Consumer,45-54,Silver
51207,Consumer,25-34,Bronze
51208,Consumer,45-54,Bronze
51209,Corporate,35-44,Silver
51210,Consumer,55-64,Silver
51211,Consumer,35-44,Silver
51212,Consumer,65+,Bronze
51213,Consumer,35-44,Bronze
51214,Corporate,55-64,Bronze
51215,Corporate,35-44,Bronze
51216,Consumer,45-54,Silver
51217,Consumer,25-34,Bronze
51218,Consumer,45-54,Bronze
51219,Consumer,45-54,Bronze
51220,Consumer,25-34,Silver
51221,SMB,35-44,Silver
51222,SMB,65+,Silver
51223,Consumer,25-34,Bronze
51224,Consumer,35-44,Bronze
51225,Consumer,55-64,Gold
51226,Consumer,35-44,Bronze
51227,SMB,18-24,Silver
51228,Consumer,35-44,Silver
51229,Consumer,35-44,Bronze
51230,SMB,65+,Silver
51231,Consumer,45-54,Silver
51232,Consumer,55-64,Bronze
51233,Consumer,35-44,Gold
51234,Corporate,55-64,Gold
51235,Consumer,55-64,Bronze
51236,Consumer,18-24,Gold
51237,Consumer,45-54,Bronze
51238,Consumer,65+,Bronze
51239,Consumer,45-54,Silver
51240,SMB,65+,Gold
51241,Consumer,25-34,Bronze
51242,SMB,45-54,Bronze
51243,Consumer,35-44,Silver
51244,SMB,25-34,Bronze
51245,Consumer,55-64,Silver
51246,SMB,35-44,Bronze
51247,SMB,45-54,Gold
51248,Consumer,55-64,Silver
51249,Consumer,45-54,Silver
51250,Consumer,18-24,Silver
51251,Consumer,18-24,Bronze
51252,Consumer,55-64,Silver
51253,SMB,45-54,Silver
51254,Consumer,25-34,Bronze
51255,Consumer,25-34,Bronze
51256,Consumer,35-44,Bronze
51257,Consumer,25-34,Bronze
51258,Consumer,65+,Silver
51259,Consumer,25-34,Bronze
51260,Consumer,65+,Gold
51261,Consumer,45-54,Bronze
51262,Consumer,35-44,Bronze
51263,SMB,45-54,Bronze
51264,Consumer,45-54,Gold
51265,Consumer,25-34,Bronze
51266,Consumer,35-44,Gold
51267,Consumer,18-24,Bronze
51268,Consumer,18-24,Bronze
51269,Consumer,65+,Bronze
51270,Consumer,55-64,Bronze
51271,Consumer,55-64,Silver
51272,Corporate,18-24,Silver
51273,SMB,45-54,Bronze
51274,Consumer,45-54,Silver
51275,Consumer,35-44,Silver
51276,Consumer,35-44,Silver
51277,Consumer,45-54,Silver
51278,Corporate,18-24,Bronze
51279,Consumer,35-44,Bronze
51280,Consumer,25-34,Bronze
51281,Consumer,35-44,Bronze
51282,Consumer,35-44,Bronze
51283,Consumer,35-44,Silver
51284,Corporate,55-64,Bronze
51285,Consumer,55-64,Silver
51286,Consumer,55-64,Bronze
51287,Consumer,55-64,Bronze
51288,SMB,35-44,Bronze
51289,Consumer,25-34,Gold
51290,Consumer,55-64,Silver
51291,SMB,18-24,Bronze
51292,Corporate,45-54,Bronze
51293,Corporate,45-54,Bronze
51294,SMB,18-24,Silver
51295,Consumer,25-34,Gold
51296,Consumer,45-54,Bronze
51297,Consumer,55-64,Gold
51298,Consumer,35-44,Bronze
51299,Corporate,35-44,Bronze
51300,Consumer,45-54,Bronze
51301,Consumer,45-54,Bronze
51302,Consumer,35-44,Bronze
51303,Consumer,45-54,Silver
51304,Consumer,45-54,Bronze
51305,Consumer,55-64,Silver
51306,SMB,45-54,Bronze
51307,Consumer,45-54,Silver
51308,Consumer,25-34,Bronze
51309,SMB,25-34,Bronze
51310,SMB,55-64,Gold
51311,Consumer,25-34,Silver
51312,SMB,35-44,Silver
51313,Corporate,55-64,Silver
51314,Consumer,25-34,Bronze
51315,Consumer,45-54,Silver
51316,Corporate,25-34,Bronze
51317,Corporate,45-54,Silver
51318,Consumer,55-64,Silver
51319,Consumer,55-64,Gold
51320,SMB,55-64,Silver
51321,Consumer,35-44,Silver
51322,Consumer,35-44,Bronze
51323,Consumer,25-34,Bronze
51324,Consumer,18-24,Bronze
51325,Corporate,55-64,Gold
51326,Consumer,18-24,Silver
51327,Consumer,65+,Silver
51328,Consumer,25-34,Silver
51329,Consumer,45-54,Silver
51330,Corporate,35-44,Bronze
51331,Consumer,45-54,Bronze
51332,Consumer,55-64,Gold
51333,Corporate,25-34,Silver
51334,Consumer,55-64,Bronze
51335,Consumer,55-64,Gold
51336,SMB,45-54,Bronze
51337,Consumer,45-54,Bronze
51338,Corporate,35-44,Bronze
51339,SMB,65+,Gold
51340,Consumer,35-44,Gold
51341,Consumer,25-34,Bronze
51342,Consumer,35-44,Silver
51343,Consumer,65+,Bronze
51344,Consumer,65+,Silver
51345,Consumer,45-54,Bronze
51346,Consumer,35-44,Silver
51347,Consumer,55-64,Bronze
51348,Consumer,35-44,Bronze
51349,Corporate,55-64,Bronze
51350,SMB,55-64,Gold
51351,Consumer,45-54,Bronze
51352,Consumer,65+,Bronze
51353,Consumer,45-54,Bronze
51354,Consumer,65+,Bronze
51355,Consumer,45-54,Silver
51356,Corporate,25-34,Bronze
51357,Consumer,45-54,Silver
51358,Consumer,55-64,Bronze
51359,Corporate,35-44,Bronze
51360,Consumer,25-34,Silver
51361,SMB,35-44,Bronze
51362,Consumer,55-64,Silver
51363,SMB,25-34,Gold
51364,SMB,18-24,Silver
51365,SMB,55-64,Bronze
51366,Corporate,65+,Silver
51367,SMB,55-64,Silver
51368,Corporate,55-64,Bronze
51369,Consumer,45-54,Gold
51370,Consumer,35-44,Bronze
51371,Consumer,45-54,Bronze
51372,Consumer,55-64,Bronze
51373,Consumer,25-34,Bronze
51374,SMB,25-34,Bronze
51375,SMB,45-54,Bronze
51376,Consumer,45-54,Bronze
51377,Corporate,65+,Silver
51378,Consumer,35-44,Bronze
51379,Consumer,35-44,Bronze
51380,SMB,25-34,Bronze
51381,SMB,18-24,Gold
51382,SMB,25-34,Bronze
51383,Consumer,45-54,Silver
51384,Consumer,65+,Silver
51385,SMB,18-24,Bronze
51386,Consumer,25-34,Bronze
51387,SMB,45-54,Silver
51388,SMB,25-34,Silver
51389,Consumer,18-24,Bronze
51390,SMB,55-64,Bronze
51391,Consumer,25-34,Bronze
51392,SMB,35-44,Bronze
51393,Consumer,55-64,Silver
51394,Consumer,55-64,Gold
51395,Consumer,65+,Bronze
51396,Consumer,45-54,Gold
51397,Consumer,25-34,Bronze
51398,Consumer,18-24,Gold
51399,Corporate,45-54,Bronze
51400,Corporate,35-44,Bronze
51401,Consumer,25-34,Silver
51402,Corporate,25-34,Gold
51403,Consumer,35-44,Silver
51404,Consumer,25-34,Silver
51405,SMB,35-44,Bronze
51406,Consumer,35-44,Gold
51407,SMB,55-64,Silver
51408,SMB,35-44,Silver
51409,Consumer,55-64,Bronze
51410,Consumer,35-44,Gold
51411,SMB,25-34,Silver
51412,Consumer,65+,Silver
51413,Corporate,45-54,Bronze
51414,Consumer,55-64,Bronze
51415,SMB,25-34,Bronze
51416,SMB,65+,Bronze
51417,Consumer,45-54,Silver
51418,Consumer,35-44,Bronze
51419,Consumer,25-34,Bronze
51420,Consumer,18-24,Bronze
51421,Consumer,18-24,Silver
51422,Consumer,25-34,Bronze
51423,Consumer,25-34,Silver
51424,SMB,35-44,Bronze
51425,Consumer,35-44,Bronze
51426,Consumer,18-24,Bronze
51427,Consumer,25-34,Bronze
51428,Consumer,18-24,Silver
51429,SMB,18-24,Bronze
51430,Consumer,25-34,Silver
51431,Consumer,45-54,Silver
51432,Consumer,25-34,Silver
51433,Consumer,55-64,Bronze
51434,SMB,65+,Bronze
51435,Consumer,45-54,Bronze
51436,Consumer,18-24,Bronze
51437,Consumer,25-34,Silver
51438,Consumer,35-44,Gold
51439,Corporate,65+,Gold
51440,Consumer,65+,Silver
51441,Consumer,45-54,Silver
51442,SMB,55-64,Bronze
51443,SMB,18-24,Silver
51444,Consumer,35-44,Bronze
51445,Corporate,35-44,Gold
51446,Consumer,25-34,Bronze
51447,Consumer,45-54,Bronze
51448,SMB,45-54,Bronze
51449,Corporate,65+,Bronze
51450,Consumer,18-24,Silver
51451,Consumer,25-34,Bronze
51452,Consumer,25-34,Bronze
51453,Consumer,25-34,Bronze
51454,Consumer,25-34,Gold
51455,Corporate,35-44,Gold
51456,SMB,65+,Bronze
51457,SMB,25-34,Gold
51458,Corporate,35-44,Bronze
51459,Consumer,25-34,Bronze
51460,SMB,25-34,Silver
51461,Consumer,25-34,Bronze
51462,SMB,45-54,Gold
51463,Consumer,25-34,Gold
51464,Consumer,25-34,Bronze
51465,SMB,35-44,Bronze
51466,Consumer,18-24,Bronze
51467,Consumer,55-64,Gold
51468,Consumer,18-24,Gold
51469,SMB,35-44,Bronze
51470,Consumer,65+,Gold
51471,SMB,25-34,Silver
51472,Consumer,18-24,Bronze
51473,Consumer,35-44,Bronze
51474,Consumer,45-54,Gold
51475,Consumer,35-44,Bronze
51476,SMB,25-34,Bronze
51477,SMB,45-54,Bronze
51478,Consumer,45-54,Bronze
51479,SMB,35-44,Silver
51480,Consumer,45-54,Silver
51481,Consumer,55-64,Bronze
51482,SMB,35-44,Bronze
51483,SMB,35-44,Silver
51484,Consumer,45-54,Bronze
51485,Corporate,35-44,Bronze
51486,Consumer,18-24,Gold
51487,Consumer,65+,Bronze
51488,SMB,25-34,Gold
51489,Consumer,55-64,Silver
51490,Consumer,35-44,Bronze
51491,Consumer,55-64,Bronze
51492,Consumer,35-44,Bronze
51493,SMB,55-64,Gold
51494,SMB,35-44,Silver
51495,Consumer,25-34,Bronze
51496,Consumer,55-64,Silver
51497,SMB,55-64,Bronze
51498,Corporate,35-44,Gold
51499,SMB,65+,Bronze
51500,Consumer,45-54,Bronze
51501,Consumer,65+,Bronze
51502,Consumer,25-34,Bronze
51503,Consumer,65+,Silver
51504,Consumer,55-64,Silver
51505,Consumer,65+,Gold
51506,Consumer,35-44,Bronze
51507,Consumer,35-44,Bronze
51508,Consumer,55-64,Bronze
51509,Consumer,45-54,Silver
51510,Consumer,25-34,Bronze
51511,Consumer,25-34,Gold
51512,Corporate,65+,Bronze
51513,SMB,45-54,Bronze
51514,Consumer,18-24,Bronze
51515,SMB,25-34,Bronze
51516,Consumer,35-44,Gold
51517,SMB,25-34,Silver
51518,Consumer,35-44,Bronze
51519,Consumer,45-54,Silver
51520,Corporate,18-24,Bronze
51521,Consumer,25-34,Bronze
51522,Consumer,55-64,Bronze
51523,SMB,18-24,Bronze
51524,Consumer,18-24,Bronze
51525,SMB,55-64,Bronze
51526,Consumer,45-54,Silver
51527,Consumer,35-44,Bronze
51528,Consumer,55-64,Silver
51529,Consumer,25-34,Bronze
51530,Corporate,18-24,Silver
51531,Consumer,55-64,Gold
51532,Consumer,45-54,Silver
51533,Consumer,25-34,Silver
51534,SMB,45-54,Silver
51535,SMB,18-24,Bronze
51536,Consumer,25-34,Gold
51537,Consumer,45-54,Silver
51538,SMB,55-64,Bronze
51539,Consumer,25-34,Bronze
51540,Consumer,18-24,Bronze
51541,Consumer,18-24,Gold
51542,Consumer,25-34,Bronze
51543,Corporate,45-54,Bronze
51544,SMB,45-54,Gold
51545,Consumer,45-54,Silver
51546,Consumer,55-64,Bronze
51547,Consumer,45-54,Bronze
51548,Consumer,45-54,Bronze
51549,Consumer,45-54,Bronze
51550,Consumer,45-54,Bronze
51551,Consumer,45-54,Gold
51552,SMB,65+,Bronze
51553,Consumer,25-34,Bronze
51554,SMB,45-54,Silver
51555,Consumer,25-34,Bronze
51556,Corporate,25-34,Bronze
51557,Consumer,65+,Silver
51558,Corporate,35-44,Silver
51559,Consumer,45-54,Gold
51560,Consumer,25-34,Bronze
51561,SMB,35-44,Bronze
51562,Consumer,18-24,Gold
51563,Consumer,45-54,Bronze
51564,Consumer,65+,Bronze
51565,Consumer,45-54,Silver
51566,Consumer,45-54,Gold
51567,Consumer,35-44,Gold
51568,Consumer,25-34,Silver
51569,Consumer,55-64,Bronze
51570,Consumer,35-44,Bronze
51571,SMB,25-34,Silver
51572,Consumer,35-44,Silver
51573,Consumer,65+,Bronze
51574,Corporate,45-54,Silver
51575,Consumer,45-54,Gold
51576,Consumer,25-34,Bronze
51577,Consumer,55-64,Silver
51578,Consumer,35-44,Bronze
51579,Consumer,45-54,Silver
51580,SMB,45-54,Bronze
51581,Consumer,55-64,Gold
51582,SMB,18-24,Bronze
51583,Corporate,18-24,Silver
51584,Consumer,25-34,Bronze
51585,Consumer,25-34,Bronze
51586,Consumer,45-54,Gold
51587,Consumer,18-24,Bronze
51588,Consumer,18-24,Gold
51589,SMB,35-44,Gold
51590,Consumer,18-24,Silver
51591,SMB,55-64,Silver
51592,Consumer,25-34,Bronze
51593,Consumer,25-34,Silver
51594,Consumer,45-54,Silver
51595,SMB,65+,Silver
51596,Consumer,25-34,Silver
51597,Consumer,25-34,Bronze
51598,SMB,35-44,Bronze
51599,Consumer,55-64,Silver
51600,Consumer,65+,Bronze
51601,Consumer,25-34,Silver
51602,Consumer,18-24,Bronze
51603,Consumer,25-34,Bronze
51604,Consumer,25-34,Bronze
51605,SMB,55-64,Silver
51606,Consumer,45-54,Gold
51607,Consumer,55-64,Gold
51608,SMB,35-44,Silver
51609,Consumer,35-44,Silver
51610,Consumer,65+,Bronze
51611,Consumer,18-24,Bronze
51612,Consumer,18-24,Gold
51613,Consumer,18-24,Bronze
51614,Consumer,55-64,Bronze
51615,Consumer,35-44,Bronze
51616,Consumer,45-54,Silver
51617,Consumer,45-54,Gold
51618,SMB,55-64,Bronze
51619,Consumer,35-44,Silver
51620,Consumer,25-34,Silver
51621,Consumer,18-24,Silver
51622,Consumer,35-44,Gold
51623,Consumer,25-34,Silver
51624,Corporate,65+,Silver
51625,Consumer,55-64,Bronze
51626,Corporate,25-34,Silver
51627,Corporate,35-44,Bronze
51628,Consumer,35-44,Bronze
51629,SMB,45-54,Bronze
51630,SMB,65+,Silver
51631,Consumer,25-34,Bronze
51632,Consumer,45-54,Silver
51633,Consumer,35-44,Silver
51634,SMB,65+,Bronze
51635,Consumer,25-34,Bronze
51636,Consumer,45-54,Silver
51637,Consumer,18-24,Bronze
51638,SMB,35-44,Silver
51639,SMB,65+,Bronze
51640,Consumer,45-54,Gold
51641,SMB,18-24,Bronze
51642,Consumer,65+,Gold
51643,Consumer,35-44,Bronze
51644,Consumer,45-54,Bronze
51645,Consumer,65+,Bronze
51646,Consumer,45-54,Silver
51647,Consumer,25-34,Bronze
51648,Corporate,35-44,Silver
51649,Consumer,55-64,Bronze
51650,Consumer,35-44,Gold
51651,Consumer,25-34,Silver
51652,Consumer,35-44,Gold
51653,SMB,18-24,Bronze
51654,SMB,18-24,Bronze
51655,SMB,25-34,Gold
51656,Consumer,35-44,Gold
51657,Consumer,25-34,Silver
51658,Consumer,25-34,Silver
51659,SMB,45-54,Bronze
51660,Consumer,45-54,Bronze
51661,Consumer,55-64,Silver
51662,Consumer,25-34,Silver
51663,Consumer,45-54,Bronze
51664,Consumer,25-34,Bronze
51665,Consumer,35-44,Silver
51666,Consumer,35-44,Bronze
51667,Consumer,45-54,Bronze
51668,SMB,45-54,Bronze
51669,SMB,65+,Gold
51670,SMB,45-54,Bronze
51671,Consumer,35-44,Gold
51672,Consumer,55-64,Bronze
51673,Consumer,25-34,Silver
51674,SMB,55-64,Bronze
51675,Consumer,45-54,Bronze
51676,Consumer,25-34,Bronze
51677,Consumer,55-64,Silver
51678,Consumer,18-24,Silver
51679,Consumer,18-24,Silver
51680,Consumer,25-34,Silver
51681,Consumer,35-44,Silver
51682,Consumer,45-54,Bronze
51683,Consumer,25-34,Gold
51684,Consumer,45-54,Bronze
51685,Consumer,65+,Gold
51686,Consumer,65+,Gold
51687,SMB,45-54,Bronze
51688,Consumer,25-34,Bronze
51689,Consumer,35-44,Bronze
51690,Corporate,55-64,Silver
51691,SMB,55-64,Gold
51692,SMB,65+,Bronze
51693,Consumer,35-44,Silver
51694,SMB,25-34,Bronze
51695,Consumer,25-34,Bronze
51696,Corporate,55-64,Silver
51697,SMB,65+,Silver
51698,Consumer,45-54,Bronze
51699,SMB,35-44,Bronze
51700,Consumer,45-54,Bronze
51701,SMB,35-44,Gold
51702,Consumer,45-54,Silver
51703,Corporate,25-34,Silver
51704,SMB,18-24,Bronze
51705,Consumer,35-44,Gold
51706,Consumer,25-34,Bronze
51707,Consumer,25-34,Bronze
51708,SMB,65+,Silver
51709,Consumer,45-54,Bronze
51710,Corporate,35-44,Gold
51711,Consumer,65+,Bronze
51712,Corporate,18-24,Silver
51713,SMB,35-44,Gold
51714,Consumer,55-64,Silver
51715,Consumer,65+,Silver
51716,Consumer,55-64,Silver
51717,Consumer,25-34,Bronze
51718,Consumer,45-54,Bronze
51719,SMB,18-24,Bronze
