ReturnLineID,ReturnDate,ProductID,StoreID,QuantityReturned,ReturnAmount,ReturnCOGS,ProfitImpact,SaleLineID
2759,2023-11-30,10002,2019,2,32.78,14.72,-18.06,42965
2760,2023-09-03,10034,2007,1,79.08,22.68,-56.4,42997
2761,2023-09-08,10039,2016,2,730.37,511.32,-219.05,43060
2762,2024-08-27,10009,2017,1,25.12,7.95,-17.17,43065
2763,2024-10-13,10022,2017,1,11.94,6.25,-5.69,43074
2764,2024-09-24,10014,2002,1,119.22,50.95,-68.27,43119
2765,2023-08-24,10013,2001,2,81.52,23.62,-57.9,43127
2766,2023-06-29,10016,2003,2,54.92,44.8,-10.12,43142
2767,2023-04-22,10031,2014,2,1365.18,1097.86,-267.32,43145
2768,2024-05-04,10033,2001,2,1278.98,1146.96,-132.02,43149
2769,2023-07-11,10008,2018,1,1176.78,783.34,-393.44,43164
2770,2023-08-12,10024,2018,1,1001.26,896.33,-104.93,43175
2771,2023-07-09,10013,2016,2,77.97,23.62,-54.35,43185
2772,2024-10-22,10033,2016,1,727.84,573.48,-154.36,43189
2773,2024-11-16,10022,2017,1,14.33,6.25,-8.08,43209
2774,2024-01-15,10023,2018,1,1321.24,1034.25,-286.99,43234
2775,2024-08-02,10003,2012,1,29.16,8.79,-20.37,43238
2776,2024-12-23,10022,2018,2,24.43,12.5,-11.93,43269
2777,2023-07-26,10036,2002,1,1156.39,762.43,-393.96,43281
2778,2023-05-12,10019,2014,1,28.36,16.23,-12.13,43289
2779,2024-04-04,10030,2009,3,118.98,51.69,-67.29,43332
2780,2024-04-12,10037,2016,2,27.73,10.32,-17.41,43341
2781,2023-08-09,10010,2016,3,1010.91,619.44,-391.47,43343
2782,2024-12-01,10006,2004,1,47.49,33.45,-14.04,43345
2783,2023-05-14,10009,2008,1,24.66,7.95,-16.71,43361
2784,2024-02-15,10008,2004,2,2110.5,1566.68,-543.82,43392
2785,2023-07-19,10038,2007,2,718.13,448.4,-269.73,43412
2786,2024-03-17,10032,2009,2,244.68,191.96,-52.72,43421
2787,2023-02-27,10001,2015,2,1084.75,1023.34,-61.41,43453
2788,2024-08-08,10017,2006,2,175.8,107.88,-67.92,43479
2789,2023-11-09,10035,2014,2,1884.87,1336.72,-548.15,43504
2790,2023-10-27,10027,2004,2,74.88,22.36,-52.52,43544
2791,2024-02-29,10033,2009,1,731.15,573.48,-157.67,43552
2792,2023-12-31,10015,2010,2,782.7,586.2,-196.5,43595
2793,2023-03-03,10015,2003,1,285.5,293.1,7.6,43598
2794,2024-01-03,10015,2001,1,361.99,293.1,-68.89,43614
2795,2024-05-10,10033,2015,3,2311.02,1720.44,-590.58,43650
2796,2024-11-10,10007,2014,1,345.29,256.61,-88.68,43664
2797,2023-04-22,10011,2001,3,118.46,75.24,-43.22,43690
2798,2023-10-23,10024,2010,1,1142.57,896.33,-246.24,43692
2799,2024-10-03,10008,2018,1,871.06,783.34,-87.72,43741
2800,2024-03-23,10012,2019,2,123.13,68.7,-54.43,43752
2801,2023-06-29,10005,2012,3,1175.5,708.51,-466.99,43777
2802,2024-02-10,10033,2020,2,1615.98,1146.96,-469.02,43809
2803,2023-11-28,10012,2002,1,53.54,34.35,-19.19,43820
2804,2023-09-11,10015,2014,2,871.14,586.2,-284.94,43821
2805,2023-09-20,10004,2002,2,253.41,164.32,-89.09,43822
2806,2024-04-28,10037,2005,1,12.79,5.16,-7.63,43826
2807,2024-02-27,10022,2014,2,28.84,12.5,-16.34,43837
2808,2024-09-10,10029,2018,1,12.9,7.71,-5.19,43843
2809,2024-08-02,10015,2003,1,384.88,293.1,-91.78,43851
2810,2024-08-04,10031,2012,1,722.23,548.93,-173.3,43862
2811,2024-04-25,10010,2015,2,591.45,412.96,-178.49,43874
2812,2023-08-29,10038,2006,1,341.62,224.2,-117.42,43875
2813,2023-02-26,10039,2014,2,825.27,511.32,-313.95,43893
2814,2024-12-08,10036,2016,1,1080.76,762.43,-318.33,43894
2815,2023-04-18,10011,2006,2,76.8,50.16,-26.64,43904
2816,2023-10-18,10037,2016,2,31.03,10.32,-20.71,43937
2817,2024-05-03,10009,2010,1,22.99,7.95,-15.04,43961
2818,2023-02-28,10031,2018,1,701.96,548.93,-153.03,43995
2819,2023-07-06,10039,2004,3,1075.77,766.98,-308.79,44007
2820,2023-06-07,10037,2012,1,15.19,5.16,-10.03,44008
2821,2024-01-22,10036,2010,1,1174.28,762.43,-411.85,44012
2822,2024-12-31,10008,2012,3,3247.7,2350.02,-897.68,44026
2823,2024-11-19,10020,2009,1,358.33,276.41,-81.92,44035
2824,2024-03-28,10040,2009,1,408.34,261.12,-147.22,44038
2825,2024-09-08,10002,2015,2,37.76,14.72,-23.04,44046
2826,2024-10-20,10030,2003,1,35.03,17.23,-17.8,44057
2827,2024-12-31,10031,2002,1,640.01,548.93,-91.08,44060
2828,2023-10-25,10033,2010,2,1671.14,1146.96,-524.18,44069
2829,2024-05-19,10032,2008,1,115.99,95.98,-20.01,44072
2830,2023-02-16,10003,2005,1,26.57,8.79,-17.78,44108
2831,2024-09-23,10023,2018,2,2976.96,2068.5,-908.46,44114
2832,2024-01-31,10039,2014,2,733.98,511.32,-222.66,44120
2833,2024-08-08,10024,2019,2,2564.8,1792.66,-772.14,44151
2834,2023-12-23,10023,2016,1,1490.23,1034.25,-455.98,44154
2835,2024-08-14,10036,2016,1,877.79,762.43,-115.36,44203
2836,2024-08-19,10035,2020,1,901.93,668.36,-233.57,44206
2837,2023-07-07,10013,2002,3,128.72,35.43,-93.29,44208
2838,2024-09-16,10024,2005,3,3402.24,2688.99,-713.25,44255
2839,2023-12-09,10026,2013,2,54.52,26.2,-28.32,44267
2840,2023-10-09,10027,2005,1,43.03,11.18,-31.85,44269
2841,2023-08-24,10019,2011,3,91.38,48.69,-42.69,44277
2842,2024-09-03,10009,2013,1,25.26,7.95,-17.31,44310
2843,2023-12-04,10028,2012,1,33.73,15.67,-18.06,44315
2844,2023-08-02,10026,2017,3,116.93,39.3,-77.63,44322
2845,2023-10-03,10038,2009,1,338.67,224.2,-114.47,44325
2846,2024-07-09,10028,2014,1,36.4,15.67,-20.73,44328
2847,2024-11-14,10015,2006,3,1163.05,879.3,-283.75,44357
2848,2024-04-04,10036,2018,1,821.26,762.43,-58.83,44367
2849,2024-10-15,10037,2005,2,29.09,10.32,-18.77,44383
2850,2023-04-04,10024,2005,1,1271.16,896.33,-374.83,44384
2851,2024-11-07,10017,2005,2,175.77,107.88,-67.89,44397
2852,2023-10-24,10025,2003,1,126.56,53.53,-73.03,44408
2853,2023-08-05,10031,2007,1,823.52,548.93,-274.59,44426
2854,2024-01-07,10038,2018,2,732.43,448.4,-284.03,44446
2855,2024-03-02,10001,2018,2,1458.11,1023.34,-434.77,44464
2856,2023-06-16,10031,2017,1,688.1,548.93,-139.17,44472
2857,2024-04-27,10040,2001,2,838.39,522.24,-316.15,44488
2858,2024-02-26,10023,2010,1,1371.55,1034.25,-337.3,44522
2859,2024-08-05,10009,2018,1,21.02,7.95,-13.07,44523
2860,2023-08-14,10018,2013,2,122.55,45.16,-77.39,44542
2861,2023-09-16,10019,2001,1,28.38,16.23,-12.15,44561
2862,2024-09-10,10011,2012,2,89.32,50.16,-39.16,44573
2863,2023-08-20,10033,2006,2,1207.4,1146.96,-60.44,44578
2864,2024-12-29,10005,2009,1,383.13,236.17,-146.96,44580
2865,2024-07-12,10014,2010,1,123.11,50.95,-72.16,44603
2866,2023-10-10,10040,2017,1,413.97,261.12,-152.85,44627
2867,2023-06-05,10011,2011,1,41.83,25.08,-16.75,44629
2868,2023-05-31,10018,2011,2,115.65,45.16,-70.49,44631
2869,2024-07-31,10016,2001,1,35.09,22.4,-12.69,44636
2870,2024-05-05,10035,2019,1,938.18,668.36,-269.82,44639
2871,2023-07-05,10008,2003,2,2541.33,1566.68,-974.65,44647
2872,2023-03-20,10001,2007,2,1592.3,1023.34,-568.96,44653
2873,2023-03-04,10008,2015,2,2583.6,1566.68,-1016.92,44662
2874,2024-07-16,10036,2005,1,1040.12,762.43,-277.69,44664
2875,2023-01-20,10038,2012,1,344.69,224.2,-120.49,44675
2876,2023-03-15,10001,2017,1,871.74,511.67,-360.07,44679
2877,2024-04-18,10035,2008,1,773.43,668.36,-105.07,44700
2878,2024-01-24,10038,2010,2,568.69,448.4,-120.29,44706
2879,2024-02-09,10004,2013,3,337.85,246.48,-91.37,44713
2880,2024-08-02,10039,2009,1,362.32,255.66,-106.66,44715
2881,2023-12-08,10018,2018,3,156.06,67.74,-88.32,44751
2882,2023-08-04,10035,2012,2,1625.52,1336.72,-288.8,44754
2883,2024-10-31,10039,2007,2,724.78,511.32,-213.46,44770
2884,2023-05-28,10025,2008,3,303.94,160.59,-143.35,44771
2885,2023-07-08,10029,2002,3,45.2,23.13,-22.07,44811
2886,2024-06-05,10009,2014,1,24.14,7.95,-16.19,44817
2887,2024-08-29,10033,2012,2,1461.57,1146.96,-314.61,44819
2888,2024-05-13,10034,2018,2,141.37,45.36,-96.01,44824
2889,2024-03-22,10039,2020,1,343.88,255.66,-88.22,44834
2890,2024-12-25,10023,2017,2,1905.05,2068.5,163.45,44841
2891,2023-03-14,10023,2001,1,1437.91,1034.25,-403.66,44854
2892,2024-08-22,10003,2014,1,29.87,8.79,-21.08,44868
2893,2023-05-20,10031,2012,1,687.75,548.93,-138.82,44870
2894,2024-06-28,10005,2015,1,392.96,236.17,-156.79,44889
2895,2024-06-20,10036,2004,1,1134.26,762.43,-371.83,44896
2896,2023-12-13,10033,2010,3,2381.61,1720.44,-661.17,44909
2897,2024-04-19,10036,2011,2,2443.99,1524.86,-919.13,44981
2898,2024-10-15,10032,2008,1,123.83,95.98,-27.85,45011
2899,2023-09-19,10031,2011,2,1501.41,1097.86,-403.55,45023
2900,2023-04-15,10021,2012,1,165.1,119.09,-46.01,45064
2901,2023-07-27,10019,2008,2,53.69,32.46,-21.23,45092
2902,2023-07-02,10037,2017,2,29.35,10.32,-19.03,45136
2903,2023-04-24,10027,2010,2,80.52,22.36,-58.16,45139
2904,2023-09-14,10008,2016,3,3075.51,2350.02,-725.49,45142
2905,2023-10-15,10022,2007,1,13.31,6.25,-7.06,45165
2906,2024-05-04,10016,2019,3,97.21,67.2,-30.01,45213
2907,2023-07-08,10001,2005,2,1509.25,1023.34,-485.91,45218
2908,2023-08-19,10002,2009,2,36.28,14.72,-21.56,45222
2909,2024-11-16,10016,2010,2,50.87,44.8,-6.07,45230
2910,2023-05-13,10018,2002,1,61.32,22.58,-38.74,45243
2911,2023-02-28,10039,2004,1,278.47,255.66,-22.81,45251
2912,2024-10-17,10038,2016,1,375.71,224.2,-151.51,45275
2913,2024-12-27,10035,2009,2,1481.6,1336.72,-144.88,45277
2914,2023-08-06,10040,2015,1,398.9,261.12,-137.78,45297
2915,2024-03-29,10037,2005,3,36.89,15.48,-21.41,45315
2916,2023-10-27,10010,2015,1,290.92,206.48,-84.44,45318
2917,2023-07-05,10027,2018,1,31.99,11.18,-20.81,45322
2918,2024-07-15,10026,2008,2,68.04,26.2,-41.84,45323
2919,2024-01-04,10014,2014,2,193.78,101.9,-91.88,45351
2920,2023-07-30,10030,2004,2,73.3,34.46,-38.84,45354
2921,2023-02-13,10007,2001,1,391.4,256.61,-134.79,45366
2922,2024-11-28,10040,2009,1,401.97,261.12,-140.85,45372
2923,2023-01-28,10033,2009,2,1485.37,1146.96,-338.41,45379
2924,2024-05-07,10023,2020,1,1393.78,1034.25,-359.53,45421
2925,2024-08-30,10004,2003,1,120.45,82.16,-38.29,45426
2926,2023-06-27,10023,2012,2,2429.07,2068.5,-360.57,45431
2927,2024-12-31,10030,2016,1,41.7,17.23,-24.47,45449
2928,2024-09-29,10039,2004,1,376.38,255.66,-120.72,45464
2929,2024-09-20,10030,2013,1,37.92,17.23,-20.69,45473
2930,2024-11-15,10037,2011,2,29.28,10.32,-18.96,45511
2931,2024-12-31,10034,2013,1,87.25,22.68,-64.57,45527
2932,2024-09-13,10002,2012,2,37.49,14.72,-22.77,45551
2933,2023-04-11,10032,2003,1,119.7,95.98,-23.72,45569
2934,2023-08-21,10027,2014,1,41.06,11.18,-29.88,45580
2935,2024-08-26,10025,2008,1,101.16,53.53,-47.63,45594
2936,2024-03-31,10001,2014,2,1524.66,1023.34,-501.32,45596
2937,2023-01-19,10031,2004,3,1990.14,1646.79,-343.35,45622
2938,2024-07-30,10026,2003,1,32.14,13.1,-19.04,45649
2939,2023-09-25,10039,2010,2,732.97,511.32,-221.65,45659
2940,2024-06-02,10006,2008,1,37.52,33.45,-4.07,45663
2941,2024-05-30,10010,2016,1,321.78,206.48,-115.3,45683
2942,2023-02-13,10037,2008,2,24.35,10.32,-14.03,45698
2943,2024-10-24,10036,2011,1,1076.23,762.43,-313.8,45706
2944,2023-05-31,10010,2008,3,855.97,619.44,-236.53,45707
2945,2023-12-02,10001,2016,1,840.41,511.67,-328.74,45713
2946,2024-02-11,10033,2008,1,584.44,573.48,-10.96,45722
2947,2024-03-30,10003,2009,3,84.1,26.37,-57.73,45761
2948,2024-11-29,10014,2002,3,301.99,152.85,-149.14,45763
2949,2023-04-17,10035,2005,1,952.46,668.36,-284.1,45780
2950,2024-06-21,10019,2016,1,29.32,16.23,-13.09,45800
2951,2024-09-08,10039,2013,1,269.02,255.66,-13.36,45814
2952,2023-12-12,10025,2011,2,228.18,107.06,-121.12,45824
2953,2023-12-20,10034,2014,1,69.77,22.68,-47.09,45827
2954,2023-06-19,10024,2003,1,1123.87,896.33,-227.54,45832
2955,2024-05-21,10033,2010,2,1434.9,1146.96,-287.94,45849
2956,2024-06-25,10009,2009,1,24.88,7.95,-16.93,45854
2957,2024-01-08,10010,2020,2,582.49,412.96,-169.53,45861
2958,2023-03-16,10019,2017,1,24.67,16.23,-8.44,45885
2959,2024-01-17,10034,2007,2,138.6,45.36,-93.24,45918
2960,2024-11-13,10033,2018,1,598.32,573.48,-24.84,45925
2961,2024-12-29,10004,2016,1,136.08,82.16,-53.92,45979
2962,2024-08-08,10035,2020,1,876.42,668.36,-208.06,45984
2963,2024-08-03,10036,2013,2,1993.63,1524.86,-468.77,45987
2964,2024-07-05,10033,2016,1,760.15,573.48,-186.67,45995
2965,2023-12-28,10003,2001,1,28.45,8.79,-19.66,46016
2966,2023-12-24,10023,2013,1,1111.53,1034.25,-77.28,46053
2967,2023-12-28,10013,2011,2,92.14,23.62,-68.52,46089
2968,2024-04-29,10036,2001,2,2325.98,1524.86,-801.12,46107
2969,2023-06-10,10010,2002,1,318.69,206.48,-112.21,46121
2970,2023-04-16,10002,2017,1,19.66,7.36,-12.3,46136
2971,2024-11-10,10033,2008,2,1482.66,1146.96,-335.7,46149
2972,2023-11-10,10008,2003,1,1174.03,783.34,-390.69,46216
2973,2023-08-08,10003,2001,3,97.24,26.37,-70.87,46231
2974,2024-04-23,10006,2008,1,37.27,33.45,-3.82,46242
2975,2024-12-31,10035,2004,2,1851.6,1336.72,-514.88,46249
2976,2023-11-29,10003,2006,1,29.23,8.79,-20.44,46251
2977,2024-09-16,10015,2016,2,888.37,586.2,-302.17,46255
2978,2023-03-27,10023,2015,3,2824.91,3102.75,277.84,46295
2979,2023-09-13,10005,2006,3,1179.57,708.51,-471.06,46299
2980,2024-10-04,10023,2014,1,1257.64,1034.25,-223.39,46312
2981,2023-12-27,10008,2015,1,1136.46,783.34,-353.12,46340
2982,2024-02-23,10024,2002,1,1154.43,896.33,-258.1,46341
2983,2024-02-21,10009,2007,2,48.41,15.9,-32.51,46372
2984,2023-07-27,10034,2009,1,60.47,22.68,-37.79,46396
2985,2023-11-29,10029,2004,3,34.29,23.13,-11.16,46417
2986,2024-08-10,10020,2006,2,781.78,552.82,-228.96,46437
2987,2024-09-29,10031,2001,2,1421.13,1097.86,-323.27,46439
2988,2024-06-14,10024,2004,1,1228.13,896.33,-331.8,46484
2989,2024-11-03,10011,2008,1,36.59,25.08,-11.51,46490
2990,2024-06-02,10007,2013,2,822.99,513.22,-309.77,46493
2991,2023-12-01,10023,2009,1,1480.47,1034.25,-446.22,46508
2992,2024-12-31,10010,2012,2,610.07,412.96,-197.11,46509
2993,2023-10-18,10008,2005,1,1178.2,783.34,-394.86,46532
2994,2023-09-06,10013,2017,2,90.1,23.62,-66.48,46560
2995,2024-12-20,10039,2009,1,365.78,255.66,-110.12,46618
2996,2023-12-27,10028,2016,1,34.67,15.67,-19.0,46624
2997,2024-06-21,10033,2003,1,785.68,573.48,-212.2,46640
2998,2023-07-03,10031,2006,1,802.24,548.93,-253.31,46646
2999,2024-07-09,10006,2006,3,118.91,100.35,-18.56,46647
3000,2023-12-11,10023,2016,1,1362.63,1034.25,-328.38,46652
3001,2024-08-02,10007,2005,1,357.96,256.61,-101.35,46660
3002,2023-02-06,10027,2017,3,115.33,33.54,-81.79,46682
3003,2023-12-02,10010,2006,1,309.8,206.48,-103.32,46684
3004,2023-10-19,10030,2012,2,76.17,34.46,-41.71,46699
3005,2024-04-02,10017,2005,1,87.85,53.94,-33.91,46702
3006,2024-12-10,10024,2012,1,1169.54,896.33,-273.21,46734
3007,2024-04-17,10023,2008,2,1802.06,2068.5,266.44,46745
3008,2023-05-27,10023,2006,2,2537.44,2068.5,-468.94,46746
3009,2023-12-03,10027,2010,1,34.53,11.18,-23.35,46754
3010,2023-08-24,10009,2017,2,47.33,15.9,-31.43,46757
3011,2024-11-05,10039,2008,2,494.71,511.32,16.61,46767
3012,2024-02-13,10021,2003,1,157.98,119.09,-38.89,46789
3013,2023-03-13,10031,2016,1,701.33,548.93,-152.4,46800
3014,2023-07-14,10009,2006,2,44.68,15.9,-28.78,46808
3015,2024-12-22,10020,2019,2,757.93,552.82,-205.11,46815
3016,2024-05-16,10036,2019,1,843.38,762.43,-80.95,46830
3017,2023-12-09,10026,2015,2,74.74,26.2,-48.54,46845
3018,2023-04-15,10031,2014,2,1127.17,1097.86,-29.31,46852
3019,2024-01-16,10027,2020,1,37.75,11.18,-26.57,46874
3020,2023-09-18,10026,2013,2,79.55,26.2,-53.35,46901
3021,2024-12-31,10036,2017,2,2153.03,1524.86,-628.17,46905
3022,2024-07-17,10002,2006,3,46.05,22.08,-23.97,46912
3023,2024-10-13,10023,2002,1,1409.07,1034.25,-374.82,46915
3024,2024-11-11,10037,2015,2,27.95,10.32,-17.63,46921
3025,2023-07-22,10015,2004,2,783.84,586.2,-197.64,46962
3026,2023-12-14,10007,2007,1,334.02,256.61,-77.41,46975
3027,2024-04-20,10015,2013,3,1084.93,879.3,-205.63,46979
3028,2023-12-16,10035,2004,1,993.66,668.36,-325.3,47001
3029,2024-09-16,10020,2020,1,380.87,276.41,-104.46,47019
3030,2023-03-14,10015,2014,1,356.23,293.1,-63.13,47034
3031,2023-12-13,10030,2015,1,39.4,17.23,-22.17,47036
3032,2023-09-06,10012,2017,2,119.71,68.7,-51.01,47038
3033,2024-11-27,10007,2006,1,341.1,256.61,-84.49,47051
3034,2023-07-11,10039,2001,3,1035.96,766.98,-268.98,47065
3035,2023-09-28,10035,2002,1,729.09,668.36,-60.73,47070
3036,2023-11-03,10032,2004,2,249.21,191.96,-57.25,47085
3037,2024-11-08,10030,2008,1,35.66,17.23,-18.43,47098
3038,2023-11-05,10004,2008,2,232.19,164.32,-67.87,47102
3039,2024-09-20,10026,2020,2,69.39,26.2,-43.19,47109
3040,2024-12-18,10018,2016,1,60.17,22.58,-37.59,47119
3041,2023-12-24,10003,2009,1,30.69,8.79,-21.9,47123
3042,2023-03-31,10016,2016,1,26.19,22.4,-3.79,47131
3043,2024-12-16,10020,2008,1,381.87,276.41,-105.46,47158
3044,2024-12-27,10036,2012,3,3267.54,2287.29,-980.25,47172
3045,2023-12-04,10040,2003,2,685.16,522.24,-162.92,47187
3046,2024-10-31,10021,2015,1,133.82,119.09,-14.73,47190
3047,2023-02-04,10008,2019,1,1065.77,783.34,-282.43,47198
3048,2024-07-17,10034,2001,2,162.05,45.36,-116.69,47228
3049,2024-07-26,10024,2016,1,1216.42,896.33,-320.09,47249
3050,2024-03-14,10037,2009,1,13.07,5.16,-7.91,47256
3051,2023-09-14,10032,2005,1,116.86,95.98,-20.88,47261
3052,2023-11-24,10027,2014,2,75.61,22.36,-53.25,47283
3053,2024-07-29,10031,2002,1,788.3,548.93,-239.37,47292
3054,2024-10-19,10015,2006,1,368.81,293.1,-75.71,47313
3055,2023-11-03,10009,2013,1,23.15,7.95,-15.2,47324
3056,2023-12-31,10011,2013,1,36.59,25.08,-11.51,47327
3057,2023-06-15,10008,2018,1,1173.77,783.34,-390.43,47333
3058,2023-11-26,10018,2005,2,95.03,45.16,-49.87,47340
3059,2023-09-11,10031,2016,1,813.8,548.93,-264.87,47349
3060,2024-06-24,10038,2004,2,766.1,448.4,-317.7,47352
3061,2023-05-12,10015,2004,1,437.69,293.1,-144.59,47355
3062,2024-12-31,10024,2008,1,938.37,896.33,-42.04,47372
3063,2024-04-23,10013,2001,2,73.6,23.62,-49.98,47375
3064,2023-11-17,10001,2010,3,2525.63,1535.01,-990.62,47380
3065,2023-06-02,10004,2020,3,406.97,246.48,-160.49,47383
3066,2024-06-23,10015,2007,1,380.03,293.1,-86.93,47396
3067,2024-12-26,10018,2014,1,62.17,22.58,-39.59,47419
3068,2024-03-08,10040,2007,2,848.33,522.24,-326.09,47437
3069,2024-12-31,10023,2018,1,1456.93,1034.25,-422.68,47449
3070,2024-12-19,10029,2010,3,41.95,23.13,-18.82,47473
3071,2024-03-14,10033,2006,1,730.35,573.48,-156.87,47506
3072,2024-05-15,10033,2007,1,738.2,573.48,-164.72,47517
3073,2023-10-30,10033,2012,1,632.88,573.48,-59.4,47519
3074,2024-03-20,10012,2020,2,128.64,68.7,-59.94,47525
3075,2023-12-30,10003,2019,1,28.21,8.79,-19.42,47544
3076,2023-04-12,10002,2009,1,18.65,7.36,-11.29,47549
3077,2023-05-09,10021,2010,1,152.14,119.09,-33.05,47563
3078,2023-05-22,10030,2009,1,38.4,17.23,-21.17,47574
3079,2023-10-20,10036,2003,1,912.44,762.43,-150.01,47620
3080,2023-08-01,10012,2003,2,114.51,68.7,-45.81,47623
3081,2024-09-09,10035,2005,1,863.51,668.36,-195.15,47634
3082,2024-07-26,10024,2007,2,2331.51,1792.66,-538.85,47656
3083,2023-11-09,10005,2012,1,392.41,236.17,-156.24,47668
3084,2023-04-25,10036,2018,2,1850.66,1524.86,-325.8,47690
3085,2023-01-28,10007,2017,1,287.03,256.61,-30.42,47694
3086,2024-12-21,10028,2015,2,69.56,31.34,-38.22,47695
3087,2024-03-08,10024,2015,2,2334.69,1792.66,-542.03,47697
3088,2024-09-06,10012,2003,2,122.96,68.7,-54.26,47698
3089,2023-10-15,10036,2011,2,2392.71,1524.86,-867.85,47703
3090,2024-10-18,10026,2005,1,38.61,13.1,-25.51,47714
3091,2023-12-03,10024,2007,1,1064.58,896.33,-168.25,47737
3092,2023-07-26,10035,2009,2,1839.0,1336.72,-502.28,47744
3093,2024-01-16,10033,2003,2,1628.5,1146.96,-481.54,47752
3094,2023-04-20,10030,2014,3,126.95,51.69,-75.26,47761
3095,2024-06-07,10010,2016,1,305.52,206.48,-99.04,47801
3096,2024-12-01,10010,2002,1,303.75,206.48,-97.27,47824
3097,2024-04-05,10023,2008,1,1314.19,1034.25,-279.94,47829
3098,2024-06-03,10016,2020,1,33.2,22.4,-10.8,47837
3099,2024-09-16,10008,2001,1,1265.6,783.34,-482.26,47877
3100,2023-09-23,10035,2020,2,1842.54,1336.72,-505.82,47880
3101,2023-08-22,10035,2002,2,1927.04,1336.72,-590.32,47889
3102,2023-09-19,10036,2008,1,810.32,762.43,-47.89,47915
3103,2024-05-05,10011,2007,1,41.23,25.08,-16.15,47925
3104,2023-06-08,10028,2005,3,81.3,47.01,-34.29,47933
3105,2023-09-13,10032,2013,1,122.46,95.98,-26.48,47954
3106,2024-08-03,10010,2017,2,658.24,412.96,-245.28,47967
3107,2023-09-10,10031,2013,2,1386.13,1097.86,-288.27,47972
3108,2024-01-12,10024,2006,2,2284.31,1792.66,-491.65,47986
3109,2024-01-20,10026,2006,1,37.42,13.1,-24.32,47988
3110,2024-10-05,10004,2002,1,135.17,82.16,-53.01,48013
3111,2024-12-31,10023,2013,1,1478.92,1034.25,-444.67,48046
3112,2024-05-23,10022,2010,1,14.86,6.25,-8.61,48064
3113,2024-06-29,10001,2005,3,2431.67,1535.01,-896.66,48077
3114,2024-11-08,10001,2019,1,833.67,511.67,-322.0,48087
3115,2023-02-19,10032,2020,2,253.03,191.96,-61.07,48106
3116,2023-06-27,10034,2012,2,110.96,45.36,-65.6,48107
3117,2024-08-28,10003,2002,1,30.02,8.79,-21.23,48109
3118,2024-04-19,10002,2006,1,20.23,7.36,-12.87,48111
3119,2023-07-22,10006,2006,1,34.85,33.45,-1.4,48129
3120,2023-05-26,10009,2002,1,23.59,7.95,-15.64,48131
3121,2023-12-22,10019,2020,2,63.37,32.46,-30.91,48135
3122,2024-12-31,10007,2017,2,715.71,513.22,-202.49,48182
3123,2024-02-02,10036,2001,2,2382.2,1524.86,-857.34,48208
3124,2024-11-04,10027,2008,2,61.78,22.36,-39.42,48221
3125,2024-08-02,10022,2001,2,30.5,12.5,-18.0,48253
3126,2024-03-09,10040,2014,1,380.88,261.12,-119.76,48266
3127,2023-08-24,10023,2016,2,2889.87,2068.5,-821.37,48269
3128,2024-10-25,10012,2017,2,122.95,68.7,-54.25,48284
3129,2023-05-27,10018,2019,1,51.56,22.58,-28.98,48295
3130,2023-07-08,10015,2004,3,1253.29,879.3,-373.99,48296
3131,2024-07-12,10023,2001,1,1229.23,1034.25,-194.98,48326
3132,2024-12-31,10015,2003,1,422.32,293.1,-129.22,48335
3133,2024-05-11,10031,2004,1,790.4,548.93,-241.47,48338
3134,2023-12-27,10013,2009,1,46.2,11.81,-34.39,48343
3135,2023-10-27,10031,2008,1,719.27,548.93,-170.34,48344
3136,2023-12-17,10037,2017,1,16.16,5.16,-11.0,48352
3137,2024-12-08,10022,2020,2,32.98,12.5,-20.48,48361
3138,2024-05-01,10022,2012,1,15.43,6.25,-9.18,48372
3139,2023-12-17,10028,2011,3,89.33,47.01,-42.32,48400
3140,2024-08-31,10031,2005,2,1518.27,1097.86,-420.41,48408
3141,2023-05-19,10035,2016,1,851.07,668.36,-182.71,48416
3142,2024-03-18,10023,2006,3,4168.42,3102.75,-1065.67,48424
3143,2024-01-08,10015,2007,2,859.31,586.2,-273.11,48435
3144,2023-07-14,10001,2018,2,1702.4,1023.34,-679.06,48456
3145,2024-08-31,10023,2004,1,1316.49,1034.25,-282.24,48471
3146,2024-07-03,10015,2003,1,415.25,293.1,-122.15,48473
3147,2023-07-28,10036,2012,1,1237.38,762.43,-474.95,48488
3148,2023-10-05,10020,2011,2,744.75,552.82,-191.93,48500
3149,2023-11-19,10007,2011,1,335.47,256.61,-78.86,48528
3150,2023-07-03,10019,2012,1,27.64,16.23,-11.41,48583
3151,2024-12-16,10039,2015,3,1119.06,766.98,-352.08,48588
3152,2024-12-10,10038,2008,2,617.13,448.4,-168.73,48595
3153,2024-12-23,10003,2016,2,64.32,17.58,-46.74,48601
3154,2024-05-03,10013,2006,1,29.93,11.81,-18.12,48641
3155,2024-01-20,10031,2019,3,1934.06,1646.79,-287.27,48650
3156,2024-12-24,10033,2020,2,1681.55,1146.96,-534.59,48655
3157,2024-01-31,10020,2005,3,979.93,829.23,-150.7,48664
3158,2024-03-30,10039,2002,1,358.14,255.66,-102.48,48687
3159,2023-05-10,10001,2016,1,798.76,511.67,-287.09,48697
3160,2024-09-04,10035,2020,1,885.9,668.36,-217.54,48703
3161,2024-12-31,10022,2013,2,25.44,12.5,-12.94,48707
3162,2024-02-05,10003,2008,1,26.34,8.79,-17.55,48710
